rank,year,month,name,federation,rating
1,2001,JUL,"Kasparov, Garry",Russia,2838
2,2001,JUL,"Kramnik, Vladimir",Russia,2802
3,2001,JUL,"Anand, Viswanathan",India,2794
4,2001,JUL,"Fischer, Robert J",United States of America,2780
5,2001,JUL,"Morozevich, Alexander",Russia,2749
6,2001,JUL,"Adams, Michael",England,2744
7,2001,JUL,"Ivanchuk, Vassily",Ukraine,2731
8,2001,JUL,"Leko, Peter",Hungary,2730
9,2001,JUL,"Bareev, Evgeny",Russia,2719
10,2001,JUL,"Kamsky, Gata",United States of America,2717
11,2001,JUL,"Topalov, Veselin",Bulgaria,2711
12,2001,JUL,"Shirov, Alexei",Spain,2706
13,2001,JUL,"Gelfand, Boris",Israel,2704
14,2001,JUL,"Kasimdzhanov, Rustam",Uzbekistan,2704
15,2001,JUL,"Smirin, Ilia",Israel,2702
16,2001,JUL,"Khalifman, Alexander",Russia,2700
17,2001,JUL,"Georgiev, Kiril",Bulgaria,2695
18,2001,JUL,"Svidler, Peter",Russia,2695
19,2001,JUL,"Van Wely, Loek",Netherlands,2695
20,2001,JUL,"Karpov, Anatoly",Russia,2692
21,2001,JUL,"Dreev, Alexey",Russia,2690
22,2001,JUL,"Polgar, Judit (GM)",Hungary,2686
23,2001,JUL,"Ponomariov, Ruslan",Ukraine,2684
24,2001,JUL,"Ye, Jiangchuan",China,2677
25,2001,JUL,"Lautier, Joel",France,2675
26,2001,JUL,"Azmaiparashvili, Zurab",Georgia,2674
27,2001,JUL,"Grischuk, Alexander",Russia,2669
28,2001,JUL,"Onischuk, Alexander",Ukraine,2667
29,2001,JUL,"Zhang, Zhong",China,2667
30,2001,JUL,"Short, Nigel D.",England,2664
31,2001,JUL,"Akopian, Vladimir",Armenia,2660
32,2001,JUL,"Beliavsky, Alexander G",Slovenia,2659
33,2001,JUL,"Sokolov, Ivan",Bosnia & Herzegovina,2659
34,2001,JUL,"Kharlov, Andrei",Russia,2656
35,2001,JUL,"Bologan, Viktor",Moldova,2655
36,2001,JUL,"Bacrot, Etienne",France,2653
37,2001,JUL,"Nikolic, Predrag",Bosnia & Herzegovina,2652
38,2001,JUL,"Sutovsky, Emil",Israel,2651
39,2001,JUL,"Vaganian, Rafael A",Armenia,2650
40,2001,JUL,"Aleksandrov, Aleksej",Belarus,2646
41,2001,JUL,"Xu, Jun",China,2646
42,2001,JUL,"Salov, Valery",Russia,2644
43,2001,JUL,"Seirawan, Yasser",United States of America,2644
44,2001,JUL,"Lutz, Christopher",Germany,2643
45,2001,JUL,"Tkachiev, Vladislav",France,2642
46,2001,JUL,"Rublevsky, Sergei",Russia,2639
47,2001,JUL,"Zvjaginsev, Vadim",Russia,2638
48,2001,JUL,"Malakhov, Vladimir",Russia,2637
49,2001,JUL,"Crisan, Alexandru",Romania,2635
50,2001,JUL,"Gurevich, Mikhail",Belgium,2633
51,2001,JUL,"Hjartarson, Johann",Iceland,2633
52,2001,JUL,"Jussupow, Artur",Germany,2633
53,2001,JUL,"Sadler, Matthew",England,2631
54,2001,JUL,"Almasi, Zoltan",Hungary,2630
55,2001,JUL,"Dautov, Rustem",Germany,2630
56,2001,JUL,"Piket, Jeroen",Netherlands,2630
57,2001,JUL,"Sakaev, Konstantin",Russia,2630
58,2001,JUL,"Vallejo Pons, Francisco",Spain,2630
59,2001,JUL,"Delchev, Aleksander",Bulgaria,2629
60,2001,JUL,"Peng, Xiaomin",China,2629
61,2001,JUL,"Lastin, Alexander",Russia,2628
62,2001,JUL,"Ehlvest, Jaan",Estonia,2627
63,2001,JUL,"Motylev, Alexander",Russia,2627
64,2001,JUL,"Movsesian, Sergei",Czech Republic,2627
65,2001,JUL,"Hansen, Curt",Denmark,2626
66,2001,JUL,"Shipov, Sergei",Russia,2625
67,2001,JUL,"Landa, Konstantin",Russia,2619
68,2001,JUL,"Tiviakov, Sergei",Netherlands,2618
69,2001,JUL,"Filippov, Valerij",Russia,2617
70,2001,JUL,"Korchnoi, Viktor",Switzerland,2617
71,2001,JUL,"Tregubov, Pavel V.",Russia,2617
72,2001,JUL,"Milos, Gilberto",Brazil,2614
73,2001,JUL,"Milov, Vadim",Switzerland,2614
74,2001,JUL,"Pigusov, Evgeny",Russia,2613
75,2001,JUL,"Huebner, Robert Dr.",Germany,2612
76,2001,JUL,"Vladimirov, Evgeny",Kazakhstan,2612
77,2001,JUL,"Graf, Alexander",Germany,2610
78,2001,JUL,"Hracek, Zbynek",Czech Republic,2610
79,2001,JUL,"Nisipeanu, Liviu-Dieter",Romania,2609
80,2001,JUL,"Lputian, Smbat G",Armenia,2608
81,2001,JUL,"Magomedov, Magaram",Russia,2608
82,2001,JUL,"Chuchelov, Vladimir",Belgium,2607
83,2001,JUL,"Rustemov, Alexander",Russia,2607
84,2001,JUL,"Van Den Doel, Erik",Netherlands,2607
85,2001,JUL,"Fressinet, Laurent",France,2606
86,2001,JUL,"Granda Zuniga, Julio E",Peru,2605
87,2001,JUL,"Hellers, Ferdinand",Sweden,2605
88,2001,JUL,"Kaidanov, Gregory S",United States of America,2605
89,2001,JUL,"Asrian, Karen",Armenia,2604
90,2001,JUL,"Luther, Thomas",Germany,2604
91,2001,JUL,"Sokolov, Andrei",France,2604
92,2001,JUL,"Tukmakov, Vladimir B",Ukraine,2604
93,2001,JUL,"Speelman, Jonathan S.",England,2603
94,2001,JUL,"Degraeve, Jean-Marc",France,2602
95,2001,JUL,"Dorfman, Josif D",France,2602
96,2001,JUL,"Gulko, Boris F",United States of America,2602
97,2001,JUL,"Gyimesi, Zoltan",Hungary,2602
98,2001,JUL,"Andersson, Ulf",Sweden,2601
99,2001,JUL,"Chernin, Alexander",Hungary,2601
100,2001,JUL,"Hickl, Joerg",Germany,2600
1,2002,JUL,"Kasparov, Garry",Russia,2838
2,2002,JUL,"Kramnik, Vladimir",Russia,2807
3,2002,JUL,"Fischer, Robert J",United States of America,2780
4,2002,JUL,"Anand, Viswanathan",India,2755
5,2002,JUL,"Adams, Michael",England,2752
6,2002,JUL,"Topalov, Veselin",Bulgaria,2745
7,2002,JUL,"Ponomariov, Ruslan",Ukraine,2743
8,2002,JUL,"Bareev, Evgeny",Russia,2726
9,2002,JUL,"Leko, Peter",Hungary,2722
10,2002,JUL,"Kamsky, Gata",United States of America,2717
11,2002,JUL,"Morozevich, Alexander",Russia,2716
12,2002,JUL,"Ivanchuk, Vassily",Ukraine,2711
13,2002,JUL,"Gelfand, Boris",Israel,2710
14,2002,JUL,"Grischuk, Alexander",Russia,2702
15,2002,JUL,"Shirov, Alexei",Spain,2697
16,2002,JUL,"Khalifman, Alexander",Russia,2690
17,2002,JUL,"Svidler, Peter",Russia,2690
18,2002,JUL,"Karpov, Anatoly",Russia,2687
19,2002,JUL,"Short, Nigel D.",England,2682
20,2002,JUL,"Polgar, Judit (GM)",Hungary,2681
21,2002,JUL,"Sokolov, Ivan",Netherlands,2677
22,2002,JUL,"Azmaiparashvili, Zurab",Georgia,2676
23,2002,JUL,"Dreev, Alexey",Russia,2676
24,2002,JUL,"Smirin, Ilia",Israel,2676
25,2002,JUL,"Ye, Jiangchuan",China,2676
26,2002,JUL,"Zvjaginsev, Vadim",Russia,2673
27,2002,JUL,"Almasi, Zoltan",Hungary,2672
28,2002,JUL,"Malakhov, Vladimir",Russia,2668
29,2002,JUL,"Lautier, Joel",France,2665
30,2002,JUL,"Krasenkow, Michal",Poland,2662
31,2002,JUL,"Nikolic, Predrag",Bosnia & Herzegovina,2661
32,2002,JUL,"Rublevsky, Sergei",Russia,2658
33,2002,JUL,"Sutovsky, Emil",Israel,2658
34,2002,JUL,"Lutz, Christopher",Germany,2655
35,2002,JUL,"Movsesian, Sergei",Slovakia,2654
36,2002,JUL,"Xu, Jun",China,2654
37,2002,JUL,"Bacrot, Etienne",France,2653
38,2002,JUL,"Beliavsky, Alexander G",Slovenia,2652
39,2002,JUL,"Vallejo Pons, Francisco",Spain,2652
40,2002,JUL,"Sasikiran, Krishnan",India,2650
41,2002,JUL,"Gurevich, Mikhail",Belgium,2649
42,2002,JUL,"Sakaev, Konstantin",Russia,2647
43,2002,JUL,"Aleksandrov, Aleksej",Belarus,2646
44,2002,JUL,"Piket, Jeroen",Netherlands,2646
45,2002,JUL,"Van Wely, Loek",Netherlands,2645
46,2002,JUL,"Onischuk, Alexander",United States of America,2644
47,2002,JUL,"Salov, Valery",Russia,2644
48,2002,JUL,"Epishin, Vladimir",Russia,2643
49,2002,JUL,"Kaidanov, Gregory S",United States of America,2638
50,2002,JUL,"Zhang, Zhong",China,2637
51,2002,JUL,"Volkov, Sergey",Russia,2636
52,2002,JUL,"Hjartarson, Johann",Iceland,2634
53,2002,JUL,"Huebner, Robert Dr.",Germany,2634
54,2002,JUL,"Motylev, Alexander",Russia,2634
55,2002,JUL,"Bologan, Viktor",Moldova,2631
56,2002,JUL,"Tiviakov, Sergei",Netherlands,2628
57,2002,JUL,"Korchnoi, Viktor",Switzerland,2626
58,2002,JUL,"Nielsen, Peter Heine",Denmark,2626
59,2002,JUL,"Hansen, Curt",Denmark,2625
60,2002,JUL,"Kobalia, Mikhail",Russia,2625
61,2002,JUL,"Lastin, Alexander",Russia,2625
62,2002,JUL,"Tkachiev, Vladislav",France,2625
63,2002,JUL,"Graf, Alexander",Germany,2624
64,2002,JUL,"Sadler, Matthew",England,2624
65,2002,JUL,"Shabalov, Alexander",United States of America,2624
66,2002,JUL,"Timman, Jan H",Netherlands,2623
67,2002,JUL,"Istratescu, Andrei",Romania,2622
68,2002,JUL,"Pigusov, Evgeny",Russia,2622
69,2002,JUL,"Landa, Konstantin",Russia,2621
70,2002,JUL,"Fressinet, Laurent",France,2619
71,2002,JUL,"Jussupow, Artur",Germany,2618
72,2002,JUL,"Radjabov, Teimour",Azerbaijan,2618
73,2002,JUL,"Seirawan, Yasser",United States of America,2618
74,2002,JUL,"Dautov, Rustem",Germany,2617
75,2002,JUL,"Dorfman, Josif D",France,2617
76,2002,JUL,"Filippov, Valerij",Russia,2615
77,2002,JUL,"Baklan, Vladimir",Ukraine,2614
78,2002,JUL,"Dominguez, Lenier",Cuba,2613
79,2002,JUL,"Nisipeanu, Liviu-Dieter",Romania,2613
80,2002,JUL,"Shipov, Sergei",Russia,2613
81,2002,JUL,"Nunn, John D.M.",England,2611
82,2002,JUL,"Vescovi, Giovanni",Brazil,2611
83,2002,JUL,"Goldin, Alexander",United States of America,2609
84,2002,JUL,"Kharlov, Andrei",Russia,2609
85,2002,JUL,"Benjamin, Joel",United States of America,2608
86,2002,JUL,"Hodgson, Julian M.",England,2608
87,2002,JUL,"Macieja, Bartlomiej",Poland,2607
88,2002,JUL,"Granda Zuniga, Julio E",Peru,2605
89,2002,JUL,"Hellers, Ferdinand",Sweden,2605
90,2002,JUL,"Eingorn, Vereslav S",Ukraine,2604
91,2002,JUL,"Kazhgaleyev, Murtas",Kazakhstan,2604
92,2002,JUL,"Sermek, Drazen",Slovenia,2603
93,2002,JUL,"Bu, Xiangzhi",China,2602
94,2002,JUL,"Ftacnik, Lubomir",Slovakia,2602
95,2002,JUL,"Hickl, Joerg",Germany,2602
96,2002,JUL,"Milov, Vadim",Switzerland,2602
97,2002,JUL,"Peng, Xiaomin",China,2602
98,2002,JUL,"Van Den Doel, Erik",Netherlands,2602
99,2002,JUL,"Novikov, Igor A",United States of America,2601
100,2002,JUL,"Ehlvest, Jaan",Estonia,2600
1,2003,JUL,"Kasparov, Garry",Russia,2830
2,2003,JUL,"Kramnik, Vladimir",Russia,2785
3,2003,JUL,"Fischer, Robert J",United States of America,2780
4,2003,JUL,"Anand, Viswanathan",India,2774
5,2003,JUL,"Leko, Peter",Hungary,2739
6,2003,JUL,"Topalov, Veselin",Bulgaria,2735
7,2003,JUL,"Grischuk, Alexander",Russia,2732
8,2003,JUL,"Shirov, Alexei",Spain,2732
9,2003,JUL,"Svidler, Peter",Russia,2723
10,2003,JUL,"Bareev, Evgeny",Russia,2721
11,2003,JUL,"Adams, Michael",England,2719
12,2003,JUL,"Polgar, Judit (GM)",Hungary,2718
13,2003,JUL,"Ponomariov, Ruslan",Ukraine,2718
14,2003,JUL,"Kamsky, Gata",United States of America,2717
15,2003,JUL,"Ivanchuk, Vassily",Ukraine,2710
16,2003,JUL,"Akopian, Vladimir",Armenia,2703
17,2003,JUL,"Azmaiparashvili, Zurab",Georgia,2702
18,2003,JUL,"Short, Nigel D.",England,2701
19,2003,JUL,"Dreev, Alexey",Russia,2698
20,2003,JUL,"Malakhov, Vladimir",Russia,2696
21,2003,JUL,"Gelfand, Boris",Israel,2695
22,2003,JUL,"Karpov, Anatoly",Russia,2693
23,2003,JUL,"Sokolov, Ivan",Netherlands,2693
24,2003,JUL,"Ye, Jiangchuan",China,2683
25,2003,JUL,"Morozevich, Alexander",Russia,2679
26,2003,JUL,"Khalifman, Alexander",Russia,2678
27,2003,JUL,"Lautier, Joel",France,2677
28,2003,JUL,"Rublevsky, Sergei",Russia,2672
29,2003,JUL,"Beliavsky, Alexander G",Slovenia,2668
30,2003,JUL,"Nisipeanu, Liviu-Dieter",Romania,2666
31,2003,JUL,"Kasimdzhanov, Rustam",Uzbekistan,2664
32,2003,JUL,"Vallejo Pons, Francisco",Spain,2662
33,2003,JUL,"Van Wely, Loek",Netherlands,2661
34,2003,JUL,"Aleksandrov, Aleksej",Belarus,2659
35,2003,JUL,"Zhang, Zhong",China,2658
36,2003,JUL,"Onischuk, Alexander",United States of America,2657
37,2003,JUL,"Kobalia, Mikhail",Russia,2656
38,2003,JUL,"Smirin, Ilia",Israel,2656
39,2003,JUL,"Almasi, Zoltan",Hungary,2655
40,2003,JUL,"Sakaev, Konstantin",Russia,2655
41,2003,JUL,"Sasikiran, Krishnan",India,2654
42,2003,JUL,"Tkachiev, Vladislav",France,2654
43,2003,JUL,"Zvjaginsev, Vadim",Russia,2653
44,2003,JUL,"Bologan, Viktor",Moldova,2650
45,2003,JUL,"Aronian, Levon",Armenia,2649
46,2003,JUL,"Nikolic, Predrag",Bosnia & Herzegovina,2649
47,2003,JUL,"Radjabov, Teimour",Azerbaijan,2648
48,2003,JUL,"Movsesian, Sergei",Slovakia,2647
49,2003,JUL,"Bacrot, Etienne",France,2645
50,2003,JUL,"Gurevich, Mikhail",Belgium,2644
51,2003,JUL,"Salov, Valery",Russia,2644
52,2003,JUL,"Graf, Alexander",Germany,2643
53,2003,JUL,"Epishin, Vladimir",Russia,2642
54,2003,JUL,"Granda Zuniga, Julio E",Peru,2641
55,2003,JUL,"Fressinet, Laurent",France,2640
56,2003,JUL,"Hjartarson, Johann",Iceland,2640
57,2003,JUL,"Sutovsky, Emil",Israel,2639
58,2003,JUL,"Kaidanov, Gregory S",United States of America,2638
59,2003,JUL,"Khenkin, Igor",Germany,2638
60,2003,JUL,"Georgiev, Kiril",FYR Macedonia,2637
61,2003,JUL,"Nielsen, Peter Heine",Denmark,2636
62,2003,JUL,"Tregubov, Pavel V.",Russia,2635
63,2003,JUL,"Lastin, Alexander",Russia,2634
64,2003,JUL,"Motylev, Alexander",Russia,2634
65,2003,JUL,"Piket, Jeroen",Netherlands,2632
66,2003,JUL,"Lutz, Christopher",Germany,2631
67,2003,JUL,"Filippov, Valerij",Russia,2630
68,2003,JUL,"Smirnov, Pavel",Russia,2629
69,2003,JUL,"Korchnoi, Viktor",Switzerland,2628
70,2003,JUL,"Macieja, Bartlomiej",Poland,2627
71,2003,JUL,"Sadler, Matthew",England,2626
72,2003,JUL,"Seirawan, Yasser",United States of America,2626
73,2003,JUL,"Xu, Jun",China,2626
74,2003,JUL,"Lputian, Smbat G",Armenia,2623
75,2003,JUL,"Vaganian, Rafael A",Armenia,2623
76,2003,JUL,"Volkov, Sergey",Russia,2620
77,2003,JUL,"McShane, Luke J.",England,2619
78,2003,JUL,"Hansen, Curt",Denmark,2618
79,2003,JUL,"Moiseenko, Alexander",Ukraine,2618
80,2003,JUL,"Vescovi, Giovanni",Brazil,2618
81,2003,JUL,"Nunn, John D.M.",England,2617
82,2003,JUL,"Rozentalis, Eduardas",Lithuania,2616
83,2003,JUL,"Van Den Doel, Erik",Netherlands,2615
84,2003,JUL,"Bruzon, Lazaro",Cuba,2614
85,2003,JUL,"Landa, Konstantin",Russia,2614
86,2003,JUL,"Alekseev, Evgeny",Russia,2613
87,2003,JUL,"Tiviakov, Sergei",Netherlands,2613
88,2003,JUL,"Giorgadze, Giorgi",Georgia,2612
89,2003,JUL,"Eingorn, Vereslav S",Ukraine,2611
90,2003,JUL,"Dautov, Rustem",Germany,2610
91,2003,JUL,"Dominguez, Lenier",Cuba,2610
92,2003,JUL,"Kazhgaleyev, Murtas",Kazakhstan,2610
93,2003,JUL,"Markowski, Tomasz",Poland,2610
94,2003,JUL,"Hodgson, Julian M.",England,2609
95,2003,JUL,"Miladinovic, Igor",Greece,2609
96,2003,JUL,"Chuchelov, Vladimir",Belgium,2608
97,2003,JUL,"Goldin, Alexander",United States of America,2608
98,2003,JUL,"Najer, Evgeniy",Russia,2608
99,2003,JUL,"Navara, David",Czech Republic,2608
100,2003,JUL,"Dorfman, Josif D",France,2607
1,2004,JUL,"Kasparov, Garry",Russia,2817
2,2004,JUL,"Anand, Viswanathan",India,2782
3,2004,JUL,"Fischer, Robert J",United States of America,2780
4,2004,JUL,"Kramnik, Vladimir",Russia,2770
5,2004,JUL,"Morozevich, Alexander",Russia,2743
6,2004,JUL,"Leko, Peter",Hungary,2741
7,2004,JUL,"Adams, Michael",England,2738
8,2004,JUL,"Topalov, Veselin",Bulgaria,2737
9,2004,JUL,"Polgar, Judit",Hungary,2728
10,2004,JUL,"Svidler, Peter",Russia,2727
11,2004,JUL,"Shirov, Alexei",Spain,2725
12,2004,JUL,"Ponomariov, Ruslan",Ukraine,2722
13,2004,JUL,"Kamsky, Gata",United States of America,2717
14,2004,JUL,"Bareev, Evgeny",Russia,2715
15,2004,JUL,"Ivanchuk, Vassily",Ukraine,2715
16,2004,JUL,"Bacrot, Etienne",France,2712
17,2004,JUL,"Gelfand, Boris",Israel,2709
18,2004,JUL,"Grischuk, Alexander",Russia,2705
19,2004,JUL,"Akopian, Vladimir",Armenia,2692
20,2004,JUL,"Dreev, Alexey",Russia,2690
21,2004,JUL,"Nisipeanu, Liviu-Dieter",Romania,2686
22,2004,JUL,"Rublevsky, Sergei",Russia,2686
23,2004,JUL,"Short, Nigel D.",England,2684
24,2004,JUL,"Milov, Vadim",Switzerland,2683
25,2004,JUL,"Karpov, Anatoly",Russia,2682
26,2004,JUL,"Ye, Jiangchuan",China,2681
27,2004,JUL,"Van Wely, Loek",Netherlands,2680
28,2004,JUL,"Azmaiparashvili, Zurab",Georgia,2679
29,2004,JUL,"Beliavsky, Alexander G",Slovenia,2679
30,2004,JUL,"Sokolov, Ivan",Netherlands,2679
31,2004,JUL,"Sutovsky, Emil",Israel,2679
32,2004,JUL,"Vallejo Pons, Francisco",Spain,2679
33,2004,JUL,"Malakhov, Vladimir",Russia,2674
34,2004,JUL,"Aronian, Levon",Armenia,2671
35,2004,JUL,"Nikolic, Predrag",Bosnia & Herzegovina,2671
36,2004,JUL,"Smirin, Ilia",Israel,2671
37,2004,JUL,"Khalifman, Alexander",Russia,2669
38,2004,JUL,"Gurevich, Mikhail",Belgium,2667
39,2004,JUL,"Aleksandrov, Aleksej",Belarus,2666
40,2004,JUL,"Lautier, Joel",France,2666
41,2004,JUL,"Sasikiran, Krishnan",India,2666
42,2004,JUL,"Radjabov, Teimour",Azerbaijan,2664
43,2004,JUL,"Sakaev, Konstantin",Russia,2664
44,2004,JUL,"Bologan, Viktor",Moldova,2663
45,2004,JUL,"Mamedyarov, Shakhriyar",Azerbaijan,2662
46,2004,JUL,"Graf, Alexander",Germany,2661
47,2004,JUL,"Motylev, Alexander",Russia,2658
48,2004,JUL,"Onischuk, Alexander",United States of America,2655
49,2004,JUL,"Nielsen, Peter Heine",Denmark,2652
50,2004,JUL,"Zvjaginsev, Vadim",Russia,2650
51,2004,JUL,"Vescovi, Giovanni",Brazil,2648
52,2004,JUL,"Movsesian, Sergei",Slovakia,2646
53,2004,JUL,"Almasi, Zoltan",Hungary,2644
54,2004,JUL,"Salov, Valery",Russia,2644
55,2004,JUL,"McShane, Luke J.",England,2643
56,2004,JUL,"Vaganian, Rafael A",Armenia,2642
57,2004,JUL,"Kasimdzhanov, Rustam",Uzbekistan,2640
58,2004,JUL,"Moiseenko, Alexander",Ukraine,2640
59,2004,JUL,"Volokitin, Andrei",Ukraine,2638
60,2004,JUL,"Fressinet, Laurent",France,2637
61,2004,JUL,"Epishin, Vladimir",Russia,2635
62,2004,JUL,"Hansen, Curt",Denmark,2635
63,2004,JUL,"Lputian, Smbat G",Armenia,2634
64,2004,JUL,"Iordachescu, Viorel",Moldova,2633
65,2004,JUL,"Macieja, Bartlomiej",Poland,2633
66,2004,JUL,"Krasenkow, Michal",Poland,2632
67,2004,JUL,"Seirawan, Yasser",United States of America,2631
68,2004,JUL,"Kozul, Zdenko",Croatia,2630
69,2004,JUL,"Miladinovic, Igor",Greece,2630
70,2004,JUL,"Dominguez, Lenier",Cuba,2629
71,2004,JUL,"Bruzon, Lazaro",Cuba,2628
72,2004,JUL,"Hjartarson, Johann",Iceland,2628
73,2004,JUL,"Tregubov, Pavel V.",Russia,2628
74,2004,JUL,"Vladimirov, Evgeny",Kazakhstan,2628
75,2004,JUL,"Filippov, Valerij",Russia,2627
76,2004,JUL,"Georgiev, Kiril",FYR Macedonia,2626
77,2004,JUL,"Sadvakasov, Darmen",Kazakhstan,2626
78,2004,JUL,"Volkov, Sergey",Russia,2625
79,2004,JUL,"Dautov, Rustem",Germany,2624
80,2004,JUL,"Goldin, Alexander",United States of America,2624
81,2004,JUL,"Huebner, Robert Dr.",Germany,2624
82,2004,JUL,"Piket, Jeroen",Netherlands,2624
83,2004,JUL,"Kaidanov, Gregory S",United States of America,2621
84,2004,JUL,"Bu, Xiangzhi",China,2620
85,2004,JUL,"Fedorov, Alexei",Belarus,2620
86,2004,JUL,"Smirnov, Pavel",Russia,2620
87,2004,JUL,"Rozentalis, Eduardas",Lithuania,2619
88,2004,JUL,"Gyimesi, Zoltan",Hungary,2618
89,2004,JUL,"Illescas Cordoba, Miguel",Spain,2618
90,2004,JUL,"Kobalia, Mikhail",Russia,2618
91,2004,JUL,"Nunn, John D.M.",England,2617
92,2004,JUL,"Sadler, Matthew",England,2617
93,2004,JUL,"Sargissian, Gabriel",Armenia,2617
94,2004,JUL,"Xu, Jun",China,2617
95,2004,JUL,"Navara, David",Czech Republic,2616
96,2004,JUL,"Jobava, Baadur",Georgia,2615
97,2004,JUL,"Miroshnichenko, Evgenij",Ukraine,2615
98,2004,JUL,"Tkachiev, Vladislav",France,2615
99,2004,JUL,"Berkes, Ferenc",Hungary,2614
100,2004,JUL,"Eljanov, Pavel",Ukraine,2613
1,2005,JUL,"Kasparov, Garry",Russia,2812
2,2005,JUL,"Anand, Viswanathan",India,2788
3,2005,JUL,"Topalov, Veselin",Bulgaria,2788
4,2005,JUL,"Fischer, Robert J",United States of America,2780
5,2005,JUL,"Leko, Peter",Hungary,2763
6,2005,JUL,"Ivanchuk, Vassily",Ukraine,2752
7,2005,JUL,"Kramnik, Vladimir",Russia,2744
8,2005,JUL,"Svidler, Peter",Russia,2738
9,2005,JUL,"Polgar, Judit",Hungary,2735
10,2005,JUL,"Bacrot, Etienne",France,2729
11,2005,JUL,"Aronian, Levon",Armenia,2724
12,2005,JUL,"Gelfand, Boris",Israel,2724
13,2005,JUL,"Grischuk, Alexander",Russia,2720
14,2005,JUL,"Adams, Michael",England,2719
15,2005,JUL,"Morozevich, Alexander",Russia,2707
16,2005,JUL,"Akopian, Vladimir",Armenia,2705
17,2005,JUL,"Shirov, Alexei",Spain,2705
18,2005,JUL,"Ponomariov, Ruslan",Ukraine,2704
19,2005,JUL,"Bologan, Viktor",Moldova,2700
20,2005,JUL,"Kamsky, Gata",United States of America,2700
21,2005,JUL,"Dreev, Alexey",Russia,2698
22,2005,JUL,"Sokolov, Ivan",Netherlands,2691
23,2005,JUL,"Bareev, Evgeny",Russia,2688
24,2005,JUL,"Radjabov, Teimour",Azerbaijan,2682
25,2005,JUL,"Vallejo Pons, Francisco",Spain,2681
26,2005,JUL,"Nisipeanu, Liviu-Dieter",Romania,2679
27,2005,JUL,"Tiviakov, Sergei",Netherlands,2678
28,2005,JUL,"Motylev, Alexander",Russia,2675
29,2005,JUL,"Sutovsky, Emil",Israel,2674
30,2005,JUL,"Malakhov, Vladimir",Russia,2673
31,2005,JUL,"Short, Nigel D.",England,2673
32,2005,JUL,"Azmaiparashvili, Zurab",Georgia,2672
33,2005,JUL,"Karpov, Anatoly",Russia,2672
34,2005,JUL,"Lautier, Joel",France,2672
35,2005,JUL,"Volokitin, Andrei",Ukraine,2671
36,2005,JUL,"Kasimdzhanov, Rustam",Uzbekistan,2670
37,2005,JUL,"Gurevich, Mikhail",Belgium,2669
38,2005,JUL,"Sakaev, Konstantin",Russia,2669
39,2005,JUL,"Nielsen, Peter Heine",Denmark,2668
40,2005,JUL,"Georgiev, Kiril",Bulgaria,2666
41,2005,JUL,"Moiseenko, Alexander",Ukraine,2664
42,2005,JUL,"Krasenkow, Michal",Poland,2663
43,2005,JUL,"Navara, David",Czech Republic,2663
44,2005,JUL,"Bruzon, Lazaro",Cuba,2662
45,2005,JUL,"Timofeev, Artyom",Russia,2661
46,2005,JUL,"Nakamura, Hikaru",United States of America,2660
47,2005,JUL,"Zvjaginsev, Vadim",Russia,2659
48,2005,JUL,"Delchev, Aleksander",Bulgaria,2656
49,2005,JUL,"Van Wely, Loek",Netherlands,2655
50,2005,JUL,"Khalifman, Alexander",Russia,2653
51,2005,JUL,"Avrukh, Boris",Israel,2652
52,2005,JUL,"Sasikiran, Krishnan",India,2652
53,2005,JUL,"Smirin, Ilia",Israel,2652
54,2005,JUL,"Ye, Jiangchuan",China,2648
55,2005,JUL,"Mamedyarov, Shakhriyar",Azerbaijan,2646
56,2005,JUL,"Harikrishna, P.",India,2645
57,2005,JUL,"Karjakin, Sergey",Ukraine,2645
58,2005,JUL,"Milov, Vadim",Switzerland,2645
59,2005,JUL,"Movsesian, Sergei",Slovakia,2645
60,2005,JUL,"Rublevsky, Sergei",Russia,2645
61,2005,JUL,"Salov, Valery",Russia,2644
62,2005,JUL,"Efimenko, Zahar",Ukraine,2643
63,2005,JUL,"Bauer, Christian",France,2641
64,2005,JUL,"Vescovi, Giovanni",Brazil,2640
65,2005,JUL,"Dominguez, Lenier",Cuba,2639
66,2005,JUL,"Eljanov, Pavel",Ukraine,2639
67,2005,JUL,"Huebner, Robert Dr.",Germany,2636
68,2005,JUL,"Seirawan, Yasser",United States of America,2635
69,2005,JUL,"Smirnov, Pavel",Russia,2635
70,2005,JUL,"Cheparinov, Ivan",Bulgaria,2634
71,2005,JUL,"Miroshnichenko, Evgenij",Ukraine,2634
72,2005,JUL,"Aleksandrov, Aleksej",Belarus,2633
73,2005,JUL,"Bu, Xiangzhi",China,2632
74,2005,JUL,"Lputian, Smbat G",Armenia,2629
75,2005,JUL,"Ni, Hua",China,2629
76,2005,JUL,"Gyimesi, Zoltan",Hungary,2628
77,2005,JUL,"Onischuk, Alexander",United States of America,2628
78,2005,JUL,"Fressinet, Laurent",France,2627
79,2005,JUL,"Jakovenko, Dmitry",Russia,2627
80,2005,JUL,"Alekseev, Evgeny",Russia,2625
81,2005,JUL,"Areshchenko, Alexander",Ukraine,2625
82,2005,JUL,"McShane, Luke J.",England,2625
83,2005,JUL,"Timman, Jan H",Netherlands,2625
84,2005,JUL,"Tkachiev, Vladislav",France,2625
85,2005,JUL,"Illescas Cordoba, Miguel",Spain,2624
86,2005,JUL,"Istratescu, Andrei",Romania,2624
