Rank,Name,Country,Rating,Year,Month
63,"Ljubojevic, Ljubomir",YUG,2510,1971,7
63,"Planinc, Albin",YUG,2510,1971,7
77,"Bolbochan, Julio",ARG,2500,1971,7
77,"Browne, Walter S.",AUS,2500,1971,7
77,"Sigurjonsson, Gudmundur",ISL,2500,1971,7
77,"Donner, Jan-Hein",NED,2500,1971,7
77,"Kupreichik, Viktor D.",URS,2500,1971,7
82,"Nei, Iivo",URS,2495,1971,7
83,"Tringov, Georgi P.",BUL,2490,1971,7
83,"Hamann, Svend",DEN,2490,1971,7
83,"Barcza, Gedeon",HUN,2490,1971,7
83,"Bilek, Istvan",HUN,2490,1971,7
83,"Nikolaevsky, Yuri V.",URS,2490,1971,7
83,"Sakharov, Yuri N.",URS,2490,1971,7
83,"Addison, Wiliam G.",USA,2490,1971,7
83,"Ciric, Dragoljub M.",YUG,2490,1971,7
83,"Damjanovic, Mato",YUG,2490,1971,7
83,"Karaklajic, Nikola",YUG,2490,1971,7
83,"Kurajica, Bojan",YUG,2490,1971,7
83,"Minic, Dragoljub",YUG,2490,1971,7
83,"Velimirovic, Dragoljub",YUG,2490,1971,7
96,"Bobotsov, Milko G.",BUL,2485,1971,7
96,"Radulov, Ivan",BUL,2485,1971,7
96,"Forintos, Gyozo V.",HUN,2485,1971,7
96,"Lengyel, Levente",HUN,2485,1971,7
100,"Suttles, Duncan",CAN,2480,1971,7
1,"Fischer, Robert James",USA,2785,1972,7
2,"Spassky, Boris V.",URS,2660,1972,7
3,"Petrosian, Tigran",URS,2645,1972,7
3,"Polugaevsky, Lev",URS,2645,1972,7
5,"Portisch, Lajos",HUN,2640,1972,7
5,"Korchnoi, Viktor",URS,2640,1972,7
7,"Botvinnik, Mikhail",URS,2630,1972,7
7,"Karpov, Anatoly",URS,2630,1972,7
9,"Larsen, Bent",DEN,2625,1972,7
9,"Tal, Mikhail N.",URS,2625,1972,7
11,"Smyslov, Vassily",URS,2620,1972,7
11,"Stein, Leonid",URS,2620,1972,7
13,"Hort, Vlastimil",CSR,2600,1972,7
13,"Keres, Paul",URS,2600,1972,7
15,"Savon, Vladimir A.",URS,2595,1972,7
16,"Huebner, Robert",GER,2590,1972,7
16,"Geller, Efim P.",URS,2590,1972,7
16,"Taimanov, Mark E.",URS,2590,1972,7
19,"Bronstein, David I.",URS,2585,1972,7
20,"Vasiukov, Evgeni",URS,2575,1972,7
20,"Gligoric, Svetozar",YUG,2575,1972,7
22,"Panno, Oscar",ARG,2570,1972,7
22,"Mecking, Henrique",BRA,2570,1972,7
22,"Olafsson, Fridrik",ISL,2570,1972,7
25,"Reshevsky, Samuel H.",USA,2565,1972,7
26,"Balashov, Yuri S.",URS,2560,1972,7
26,"Gipslis, Aivars",URS,2560,1972,7
26,"Krogius, Nikolai V.",URS,2560,1972,7
26,"Tukmakov, Vladimir B.",URS,2560,1972,7
26,"Byrne, Robert E.",USA,2560,1972,7
31,"Szabo, Laszlo",HUN,2555,1972,7
31,"Kavalek, Lubomir",USA,2555,1972,7
33,"Schmid, Lothar",GER,2550,1972,7
33,"Averbakh, Yuri L.",URS,2550,1972,7
33,"Kholmov, Ratmir D.",URS,2550,1972,7
33,"Suetin, Alexey S.",URS,2550,1972,7
33,"Ljubojevic, Ljubomir",YUG,2550,1972,7
38,"Smejkal, Jan",CSR,2545,1972,7
38,"Pfleger, Helmut",GER,2545,1972,7
38,"Lutikov, Anatoly S.",URS,2545,1972,7
38,"Evans, Larry M.",USA,2545,1972,7
42,"Najdorf, Miguel",ARG,2540,1972,7
42,"Darga, Klaus",GER,2540,1972,7
42,"Liberzon, Vladimir M.",URS,2540,1972,7
45,"Andersson, Ulf",SWE,2535,1972,7
45,"Shamkovich, Leonid",URS,2535,1972,7
47,"Sanguinetti, Raul",ARG,2530,1972,7
47,"Browne, Walter S.",AUS,2530,1972,7
47,"Uhlmann, Wolfgang",GDR,2530,1972,7
47,"Unzicker, Wolfgang",GER,2530,1972,7
47,"Boleslavsky, Isaak",URS,2530,1972,7
47,"Lein, Anatoly",URS,2530,1972,7
53,"Gufeld, Eduard",URS,2525,1972,7
53,"Matulovic, Milan",YUG,2525,1972,7
55,"Gheorghiu, Florin",ROM,2520,1972,7
55,"Furman, Semyen A.",URS,2520,1972,7
55,"Gurgenidze, Bukhuti",URS,2520,1972,7
55,"Kuzmin, Gennadi P.",URS,2520,1972,7
55,"Lombardy, William J.",USA,2520,1972,7
55,"Ivkov, Borislav",YUG,2520,1972,7
55,"Planinc, Albin",YUG,2520,1972,7
62,"Bagirov, Vladimir",URS,2515,1972,7
62,"Platonov, Igor V.",URS,2515,1972,7
62,"Benko, Pal C.",USA,2515,1972,7
62,"Matanovic, Aleksandar",YUG,2515,1972,7
66,"Filip, Miroslav",CSR,2510,1972,7
66,"Pachman, Ludek",CSR,2510,1972,7
66,"Antoshin, Vladimir S.",URS,2510,1972,7
66,"Osnos, Viatcheslav",URS,2510,1972,7
66,"Vaganian, Rafael A.",URS,2510,1972,7
66,"Zaitsev, Igor A.",URS,2510,1972,7
66,"Parma, Bruno",YUG,2510,1972,7
73,"Ribli, Zoltan",HUN,2505,1972,7
74,"Bolbochan, Julio",ARG,2500,1972,7
74,"Dzindzikhashvili, Roman",URS,2500,1972,7
74,"Velimirovic, Dragoljub",YUG,2500,1972,7
77,"Forintos, Gyozo V.",HUN,2495,1972,7
78,"Radulov, Ivan",BUL,2490,1972,7
78,"Hamann, Svend",DEN,2490,1972,7
78,"Malich, Burkhard",GDR,2490,1972,7
78,"Averkin, Orest N.",URS,2490,1972,7
78,"Dementiev, Oleg I.",URS,2490,1972,7
78,"Dvoretzky, Mark",URS,2490,1972,7
78,"Grigorian, Levon A.",URS,2490,1972,7
78,"Razuvaev, Yuri S.",URS,2490,1972,7
78,"Sakharov, Yuri N.",URS,2490,1972,7
78,"Zhidkov, Valery S.",URS,2490,1972,7
78,"Addison, Wiliam G.",USA,2490,1972,7
89,"Hecht, Hans-Joachim",GER,2485,1972,7
89,"Bilek, Istvan",HUN,2485,1972,7
89,"Csom, Istvan",HUN,2485,1972,7
89,"Kapengut, Albert Z.",URS,2485,1972,7
89,"Nei, Iivo",URS,2485,1972,7
89,"Podgaets, Mikhail",URS,2485,1972,7
95,"Jansa, Vlastimil",CSR,2480,1972,7
95,"Dely, Peter",HUN,2480,1972,7
95,"Sigurjonsson, Gudmundur",ISL,2480,1972,7
95,"Ree, Hans",NED,2480,1972,7
95,"Timman, Jan H.",NED,2480,1972,7
95,"Nikolaevsky, Yuri V.",URS,2480,1972,7
1,"Fischer, Robert James",USA,2780,1973,7
2,"Karpov, Anatoly",URS,2660,1973,7
2,"Tal, Mikhail N.",URS,2660,1973,7
4,"Spassky, Boris V.",URS,2655,1973,7
5,"Portisch, Lajos",HUN,2650,1973,7
5,"Korchnoi, Viktor",URS,2650,1973,7
7,"Petrosian, Tigran",URS,2640,1973,7
8,"Botvinnik, Mikhail",URS,2630,1973,7
9,"Polugaevsky, Lev",URS,2625,1973,7
10,"Larsen, Bent",DEN,2620,1973,7
11,"Smyslov, Vassily",URS,2610,1973,7
12,"Geller, Efim P.",URS,2605,1973,7
12,"Stein, Leonid",URS,2605,1973,7
12,"Byrne, Robert E.",USA,2605,1973,7
15,"Huebner, Robert",GER,2600,1973,7
16,"Smejkal, Jan",CSR,2595,1973,7
16,"Gligoric, Svetozar",YUG,2595,1973,7
18,"Hort, Vlastimil",CSR,2590,1973,7
19,"Panno, Oscar",ARG,2585,1973,7
19,"Taimanov, Mark E.",URS,2585,1973,7
21,"Balashov, Yuri S.",URS,2580,1973,7
21,"Keres, Paul",URS,2580,1973,7
23,"Mecking, Henrique",BRA,2575,1973,7
23,"Kuzmin, Gennadi P.",URS,2575,1973,7
23,"Savon, Vladimir A.",URS,2575,1973,7
26,"Olafsson, Fridrik",ISL,2570,1973,7
26,"Bronstein, David I.",URS,2570,1973,7
28,"Szabo, Laszlo",HUN,2565,1973,7
28,"Kavalek, Lubomir",USA,2565,1973,7
28,"Ljubojevic, Ljubomir",YUG,2565,1973,7
31,"Uhlmann, Wolfgang",GDR,2560,1973,7
31,"Krogius, Nikolai V.",URS,2560,1973,7
31,"Vasiukov, Evgeni",URS,2560,1973,7
31,"Reshevsky, Samuel H.",USA,2560,1973,7
35,"Andersson, Ulf",SWE,2555,1973,7
36,"Schmid, Lothar",GER,2550,1973,7
36,"Gheorghiu, Florin",ROM,2550,1973,7
38,"Averbakh, Yuri L.",URS,2545,1973,7
38,"Lein, Anatoly",URS,2545,1973,7
38,"Tukmakov, Vladimir B.",URS,2545,1973,7
41,"Csom, Istvan",HUN,2540,1973,7
41,"Furman, Semyen A.",URS,2540,1973,7
41,"Gipslis, Aivars",URS,2540,1973,7
41,"Shamkovich, Leonid",URS,2540,1973,7
45,"Unzicker, Wolfgang",GER,2535,1973,7
45,"Evans, Larry M.",USA,2535,1973,7
47,"Radulov, Ivan",BUL,2530,1973,7
47,"Boleslavsky, Isaak",URS,2530,1973,7
47,"Benko, Pal C.",USA,2530,1973,7
47,"Browne, Walter S.",USA,2530,1973,7
51,"Najdorf, Miguel",ARG,2525,1973,7
51,"Ribli, Zoltan",HUN,2525,1973,7
51,"Mukhin, Mikhail A.",URS,2525,1973,7
51,"Matulovic, Milan",YUG,2525,1973,7
51,"Planinc, Albin",YUG,2525,1973,7
56,"Quinteros, Miguel A.",ARG,2520,1973,7
56,"Pfleger, Helmut",GER,2520,1973,7
56,"Bagirov, Vladimir",URS,2520,1973,7
56,"Dzindzikhashvili, Roman",URS,2520,1973,7
56,"Kholmov, Ratmir D.",URS,2520,1973,7
56,"Lutikov, Anatoly S.",URS,2520,1973,7
56,"Tseshkovsky, Vitaly",URS,2520,1973,7
56,"Lombardy, William J.",USA,2520,1973,7
56,"Ivkov, Borislav",YUG,2520,1973,7
65,"Pachman, Ludek",CSR,2515,1973,7
65,"Adorjan, Andras",HUN,2515,1973,7
65,"Antoshin, Vladimir S.",URS,2515,1973,7
65,"Liberzon, Vladimir M.",URS,2515,1973,7
65,"Suetin, Alexey S.",URS,2515,1973,7
70,"Gurgenidze, Bukhuti",URS,2510,1973,7
70,"Osnos, Viatcheslav",URS,2510,1973,7
70,"Razuvaev, Yuri S.",URS,2510,1973,7
70,"Velimirovic, Dragoljub",YUG,2510,1973,7
74,"Hecht, Hans-Joachim",GER,2505,1973,7
75,"Bolbochan, Julio",ARG,2500,1973,7
75,"Darga, Klaus",GER,2500,1973,7
75,"Bilek, Istvan",HUN,2500,1973,7
75,"Gufeld, Eduard",URS,2500,1973,7
75,"Platonov, Igor V.",URS,2500,1973,7
75,"Vaganian, Rafael A.",URS,2500,1973,7
75,"Parma, Bruno",YUG,2500,1973,7
82,"Diez Del Corral, Jesus",ESP,2495,1973,7
82,"Malich, Burkhard",GDR,2495,1973,7
82,"Nei, Iivo",URS,2495,1973,7
82,"Zhidkov, Valery S.",URS,2495,1973,7
86,"Padevsky, Nikola",BUL,2490,1973,7
86,"Filip, Miroslav",CSR,2490,1973,7
86,"Grigorian, Levon A.",URS,2490,1973,7
86,"Kapengut, Albert Z.",URS,2490,1973,7
86,"Kochyev, Alexander",URS,2490,1973,7
86,"Sakharov, Yuri N.",URS,2490,1973,7
86,"Addison, Wiliam G.",USA,2490,1973,7
86,"Matanovic, Aleksandar",YUG,2490,1973,7
94,"Suttles, Duncan",CAN,2485,1973,7
94,"Liebert, Heinz",GDR,2485,1973,7
94,"Dvoretzky, Mark",URS,2485,1973,7
94,"Grigorian, Karen A.",URS,2485,1973,7
94,"Rashkovsky, Nukhim N.",URS,2485,1973,7
94,"Kovacevic, Vladimir",YUG,2485,1973,7
100,"Dely, Peter",HUN,2480,1973,7
1,"Fischer, Robert James",USA,2780,1974,5
2,"Karpov, Anatoly",URS,2700,1974,5
3,"Korchnoi, Viktor",URS,2670,1974,5
4,"Spassky, Boris V.",URS,2650,1974,5
5,"Portisch, Lajos",HUN,2645,1974,5
6,"Petrosian, Tigran",URS,2640,1974,5
7,"Tal, Mikhail N.",URS,2635,1974,5
8,"Larsen, Bent",DEN,2630,1974,5
8,"Polugaevsky, Lev",URS,2630,1974,5
10,"Kavalek, Lubomir",USA,2625,1974,5
11,"Mecking, Henrique",BRA,2615,1974,5
11,"Huebner, Robert",GER,2615,1974,5
13,"Geller, Efim P.",URS,2610,1974,5
14,"Ljubojevic, Ljubomir",YUG,2605,1974,5
15,"Hort, Vlastimil",CSR,2600,1974,5
15,"Smejkal, Jan",CSR,2600,1974,5
15,"Kuzmin, Gennadi P.",URS,2600,1974,5
15,"Smyslov, Vassily",URS,2600,1974,5
19,"Bronstein, David I.",URS,2595,1974,5
19,"Byrne, Robert E.",USA,2595,1974,5
21,"Gligoric, Svetozar",YUG,2585,1974,5
22,"Andersson, Ulf",SWE,2580,1974,5
22,"Taimanov, Mark E.",URS,2580,1974,5
24,"Savon, Vladimir A.",URS,2575,1974,5
24,"Browne, Walter S.",USA,2575,1974,5
26,"Krogius, Nikolai V.",URS,2570,1974,5
26,"Tukmakov, Vladimir B.",URS,2570,1974,5
28,"Keres, Paul",URS,2565,1974,5
29,"Furman, Semyen A.",URS,2560,1974,5
29,"Vasiukov, Evgeni",URS,2560,1974,5
31,"Szabo, Laszlo",HUN,2555,1974,5
32,"Uhlmann, Wolfgang",GDR,2550,1974,5
32,"Schmid, Lothar",GER,2550,1974,5
32,"Olafsson, Fridrik",ISL,2550,1974,5
32,"Reshevsky, Samuel H.",USA,2550,1974,5
36,"Kholmov, Ratmir D.",URS,2545,1974,5
36,"Lutikov, Anatoly S.",URS,2545,1974,5
36,"Planinc, Albin",YUG,2545,1974,5
39,"Panno, Oscar",ARG,2540,1974,5
39,"Csom, Istvan",HUN,2540,1974,5
39,"Timman, Jan H.",NED,2540,1974,5
39,"Gheorghiu, Florin",ROM,2540,1974,5
39,"Balashov, Yuri S.",URS,2540,1974,5
39,"Lein, Anatoly",URS,2540,1974,5
39,"Vaganian, Rafael A.",URS,2540,1974,5
46,"Jansa, Vlastimil",CSR,2535,1974,5
46,"Pfleger, Helmut",GER,2535,1974,5
46,"Unzicker, Wolfgang",GER,2535,1974,5
46,"Gufeld, Eduard",URS,2535,1974,5
50,"Sanguinetti, Raul",ARG,2530,1974,5
50,"Euwe, Max",NED,2530,1974,5
50,"Boleslavsky, Isaak",URS,2530,1974,5
50,"Gipslis, Aivars",URS,2530,1974,5
50,"Ivkov, Borislav",YUG,2530,1974,5
50,"Matulovic, Milan",YUG,2530,1974,5
50,"Velimirovic, Dragoljub",YUG,2530,1974,5
57,"Ribli, Zoltan",HUN,2525,1974,5
57,"Averbakh, Yuri L.",URS,2525,1974,5
57,"Evans, Larry M.",USA,2525,1974,5
60,"Najdorf, Miguel",ARG,2520,1974,5
60,"Dzindzikhashvili, Roman",URS,2520,1974,5
60,"Grigorian, Karen A.",URS,2520,1974,5
60,"Razuvaev, Yuri S.",URS,2520,1974,5
60,"Tseshkovsky, Vitaly",URS,2520,1974,5
60,"Lombardy, William J.",USA,2520,1974,5
66,"Diez Del Corral, Jesus",ESP,2515,1974,5
66,"Knaak, Rainer",GDR,2515,1974,5
66,"Malich, Burkhard",GDR,2515,1974,5
66,"Hecht, Hans-Joachim",GER,2515,1974,5
66,"Adorjan, Andras",HUN,2515,1974,5
66,"Antoshin, Vladimir S.",URS,2515,1974,5
66,"Liberzon, Vladimir M.",URS,2515,1974,5
73,"Pachman, Ludek",CSR,2510,1974,5
73,"Rashkovsky, Nukhim N.",URS,2510,1974,5
73,"Benko, Pal C.",USA,2510,1974,5
73,"Kurajica, Bojan",YUG,2510,1974,5
73,"Parma, Bruno",YUG,2510,1974,5
78,"Keene, Raymond D.",ENG,2505,1974,5
78,"Sax, Gyula",HUN,2505,1974,5
78,"Suetin, Alexey S.",URS,2505,1974,5
81,"Shamkovich, Leonid",URS,2502,1974,5
82,"Bolbochan, Julio",ARG,2500,1974,5
82,"Darga, Klaus",GER,2500,1974,5
82,"Schmidt, Wlodzimierz",POL,2500,1974,5
82,"Bagirov, Vladimir",URS,2500,1974,5
82,"Gurgenidze, Bukhuti",URS,2500,1974,5
82,"Kotov, Alexander",URS,2500,1974,5
88,"Quinteros, Miguel A.",ARG,2495,1974,5
88,"Filip, Miroslav",CSR,2495,1974,5
88,"Donner, Jan-Hein",NED,2495,1974,5
88,"Dvoretzky, Mark",URS,2495,1974,5
88,"Klovans, Janis",URS,2495,1974,5
88,"Korensky, Valeri S.",URS,2495,1974,5
88,"Nei, Iivo",URS,2495,1974,5
95,"Radulov, Ivan",BUL,2490,1974,5
95,"Hamann, Svend",DEN,2490,1974,5
95,"Espig, Lutz",GDR,2490,1974,5
95,"Forintos, Gyozo V.",HUN,2490,1974,5
95,"Kochyev, Alexander",URS,2490,1974,5
95,"Osnos, Viatcheslav",URS,2490,1974,5
1,"Fischer, Robert James",USA,2780,1975,1
2,"Karpov, Anatoly",URS,2705,1975,1
3,"Korchnoi, Viktor",URS,2665,1975,1
4,"Petrosian, Tigran",URS,2645,1975,1
4,"Polugaevsky, Lev",URS,2645,1975,1
4,"Tal, Mikhail N.",URS,2645,1975,1
7,"Portisch, Lajos",HUN,2635,1975,1
8,"Larsen, Bent",DEN,2625,1975,1
8,"Spassky, Boris V.",URS,2625,1975,1
10,"Huebner, Robert",GER,2615,1975,1
10,"Ljubojevic, Ljubomir",YUG,2615,1975,1
12,"Mecking, Henrique",BRA,2610,1975,1
13,"Smyslov, Vassily",URS,2605,1975,1
14,"Hort, Vlastimil",CSR,2600,1975,1
14,"Smejkal, Jan",CSR,2600,1975,1
14,"Geller, Efim P.",URS,2600,1975,1
14,"Kuzmin, Gennadi P.",URS,2600,1975,1
14,"Byrne, Robert E.",USA,2600,1975,1
19,"Bronstein, David I.",URS,2590,1975,1
20,"Taimanov, Mark E.",URS,2580,1975,1
21,"Savon, Vladimir A.",URS,2575,1975,1
21,"Gligoric, Svetozar",YUG,2575,1975,1
23,"Krogius, Nikolai V.",URS,2570,1975,1
23,"Tukmakov, Vladimir B.",URS,2570,1975,1
25,"Andersson, Ulf",SWE,2565,1975,1
25,"Keres, Paul",URS,2565,1975,1
27,"Furman, Semyen A.",URS,2560,1975,1
27,"Vasiukov, Evgeni",URS,2560,1975,1
29,"Tseshkovsky, Vitaly",URS,2555,1975,1
29,"Kavalek, Lubomir",USA,2555,1975,1
31,"Browne, Walter S.",USA,2550,1975,1
31,"Ivkov, Borislav",YUG,2550,1975,1
33,"Panno, Oscar",ARG,2545,1975,1
33,"Szabo, Laszlo",HUN,2545,1975,1
33,"Lutikov, Anatoly S.",URS,2545,1975,1
36,"Jansa, Vlastimil",CSR,2540,1975,1
36,"Pfleger, Helmut",GER,2540,1975,1
36,"Schmid, Lothar",GER,2540,1975,1
36,"Gheorghiu, Florin",ROM,2540,1975,1
36,"Balashov, Yuri S.",URS,2540,1975,1
36,"Kholmov, Ratmir D.",URS,2540,1975,1
42,"Uhlmann, Wolfgang",GDR,2535,1975,1
42,"Unzicker, Wolfgang",GER,2535,1975,1
42,"Olafsson, Fridrik",ISL,2535,1975,1
42,"Gufeld, Eduard",URS,2535,1975,1
42,"Lein, Anatoly",URS,2535,1975,1
42,"Planinc, Albin",YUG,2535,1975,1
48,"Sanguinetti, Raul",ARG,2530,1975,1
48,"Csom, Istvan",HUN,2530,1975,1
48,"Boleslavsky, Isaak",URS,2530,1975,1
48,"Gipslis, Aivars",URS,2530,1975,1
48,"Vaganian, Rafael A.",URS,2530,1975,1
48,"Evans, Larry M.",USA,2530,1975,1
48,"Reshevsky, Samuel H.",USA,2530,1975,1
48,"Matulovic, Milan",YUG,2530,1975,1
56,"Dzindzikhashvili, Roman",URS,2525,1975,1
56,"Kurajica, Bojan",YUG,2525,1975,1
56,"Velimirovic, Dragoljub",YUG,2525,1975,1
59,"Malich, Burkhard",GDR,2520,1975,1
59,"Ribli, Zoltan",HUN,2520,1975,1
59,"Grigorian, Karen A.",URS,2520,1975,1
59,"Suetin, Alexey S.",URS,2520,1975,1
63,"Diez Del Corral, Jesus",ESP,2515,1975,1
63,"Adorjan, Andras",HUN,2515,1975,1
63,"Torre, Eugenio",PHI,2515,1975,1
63,"Averbakh, Yuri L.",URS,2515,1975,1
63,"Rashkovsky, Nukhim N.",URS,2515,1975,1
63,"Razuvaev, Yuri S.",URS,2515,1975,1
63,"Benko, Pal C.",USA,2515,1975,1
63,"Lombardy, William J.",USA,2515,1975,1
71,"Najdorf, Miguel",ARG,2510,1975,1
71,"Radulov, Ivan",BUL,2510,1975,1
71,"Knaak, Rainer",GDR,2510,1975,1
71,"Pachman, Ludek",GER,2510,1975,1
71,"Sax, Gyula",HUN,2510,1975,1
71,"Timman, Jan H.",NED,2510,1975,1
71,"Parma, Bruno",YUG,2510,1975,1
78,"Quinteros, Miguel A.",ARG,2505,1975,1
78,"Keene, Raymond D.",ENG,2505,1975,1
78,"Shamkovich, Leonid",ISR,2505,1975,1
81,"Darga, Klaus",GER,2500,1975,1
81,"Beliavsky, Alexander G.",URS,2500,1975,1
81,"Klovans, Janis",URS,2500,1975,1
81,"Kotov, Alexander",URS,2500,1975,1
81,"Podgaets, Mikhail",URS,2500,1975,1
86,"Bilek, Istvan",HUN,2495,1975,1
86,"Mariotti, Sergio",ITA,2495,1975,1
86,"Antoshin, Vladimir S.",URS,2495,1975,1
86,"Dvoretzky, Mark",URS,2495,1975,1
86,"Gurgenidze, Bukhuti",URS,2495,1975,1
86,"Ney, Iivo",URS,2495,1975,1
92,"Espig, Lutz",GDR,2490,1975,1
92,"Hecht, Hans-Joachim",GER,2490,1975,1
92,"Forintos, Gyozo V.",HUN,2490,1975,1
92,"Bagirov, Vladimir",URS,2490,1975,1
92,"Grigorian, Levon A.",URS,2490,1975,1
92,"Karasev, Vladimir I.",URS,2490,1975,1
92,"Kirpichnikov, Vladimir",URS,2490,1975,1
92,"Osnos, Viatcheslav",URS,2490,1975,1
92,"Tolonen, Leo Toivovich",URS,2490,1975,1
1,"Karpov, Anatoly",URS,2695,1976,1
2,"Korchnoi, Viktor",URS,2670,1976,1
3,"Petrosian, Tigran",URS,2635,1976,1
3,"Polugaevsky, Lev",URS,2635,1976,1
5,"Spassky, Boris V.",URS,2630,1976,1
6,"Larsen, Bent",DEN,2625,1976,1
6,"Portisch, Lajos",HUN,2625,1976,1
8,"Mecking, Henrique",BRA,2620,1976,1
8,"Geller, Efim P.",URS,2620,1976,1
8,"Ljubojevic, Ljubomir",YUG,2620,1976,1
11,"Smejkal, Jan",CSR,2615,1976,1
11,"Tal, Mikhail N.",URS,2615,1976,1
13,"Hort, Vlastimil",CSR,2600,1976,1
14,"Huebner, Robert",GER,2585,1976,1
14,"Andersson, Ulf",SWE,2585,1976,1
14,"Browne, Walter S.",USA,2585,1976,1
17,"Keres, Paul",URS,2580,1976,1
17,"Smyslov, Vassily",URS,2580,1976,1
17,"Vasiukov, Evgeni",URS,2580,1976,1
20,"Ribli, Zoltan",HUN,2575,1976,1
20,"Gligoric, Svetozar",YUG,2575,1976,1
22,"Krogius, Nikolai V.",URS,2570,1976,1
23,"Kuzmin, Gennadi P.",URS,2565,1976,1
24,"Beliavsky, Alexander G.",URS,2560,1976,1
24,"Romanishin, Oleg M.",URS,2560,1976,1
26,"Uhlmann, Wolfgang",GDR,2555,1976,1
26,"Furman, Semyen A.",URS,2555,1976,1
28,"Olafsson, Fridrik",ISL,2550,1976,1
28,"Timman, Jan H.",NED,2550,1976,1
28,"Kholmov, Ratmir D.",URS,2550,1976,1
28,"Tseshkovsky, Vitaly",URS,2550,1976,1
28,"Vaganian, Rafael A.",URS,2550,1976,1
33,"Pfleger, Helmut",GER,2545,1976,1
33,"Balashov, Yuri S.",URS,2545,1976,1
33,"Gufeld, Eduard",URS,2545,1976,1
33,"Savon, Vladimir A.",URS,2545,1976,1
37,"Quinteros, Miguel A.",ARG,2540,1976,1
37,"Liberzon, Vladimir M.",ISR,2540,1976,1
37,"Gheorghiu, Florin",ROM,2540,1976,1
37,"Bronstein, David I.",URS,2540,1976,1
37,"Dvoretzky, Mark",URS,2540,1976,1
37,"Taimanov, Mark E.",URS,2540,1976,1
37,"Byrne, Robert E.",USA,2540,1976,1
37,"Evans, Larry M.",USA,2540,1976,1
37,"Kavalek, Lubomir",USA,2540,1976,1
46,"Gipslis, Aivars",URS,2535,1976,1
47,"Malich, Burkhard",GDR,2530,1976,1
47,"Unzicker, Wolfgang",GER,2530,1976,1
47,"Sax, Gyula",HUN,2530,1976,1
47,"Sigurjonsson, Gudmundur",ISL,2530,1976,1
47,"Averbakh, Yuri L.",URS,2530,1976,1
47,"Chekhov, Valery A.",URS,2530,1976,1
47,"Gulko, Boris F.",URS,2530,1976,1
54,"Szabo, Laszlo",HUN,2525,1976,1
54,"Dzindzikhashvili, Roman",URS,2525,1976,1
54,"Suetin, Alexey S.",URS,2525,1976,1
54,"Kurajica, Bojan",YUG,2525,1976,1
54,"Matanovic, Aleksandar",YUG,2525,1976,1
54,"Velimirovic, Dragoljub",YUG,2525,1976,1
60,"Panno, Oscar",ARG,2520,1976,1
60,"Knaak, Rainer",GDR,2520,1976,1
60,"Pachman, Ludek",GER,2520,1976,1
60,"Schmid, Lothar",GER,2520,1976,1
60,"Alburt, Lev O.",URS,2520,1976,1
60,"Lombardy, William J.",USA,2520,1976,1
60,"Ivkov, Borislav",YUG,2520,1976,1
67,"Radulov, Ivan",BUL,2515,1976,1
67,"Lein, Anatoly",URS,2515,1976,1
67,"Reshevsky, Samuel H.",USA,2515,1976,1
67,"Parma, Bruno",YUG,2515,1976,1
71,"Najdorf, Miguel",ARG,2510,1976,1
71,"Miles, Anthony J.",ENG,2510,1976,1
71,"Adorjan, Andras",HUN,2510,1976,1
71,"Ney, Iivo",URS,2510,1976,1
71,"Sveshnikov, Evgeny",URS,2510,1976,1
71,"Vukic, Milan",YUG,2510,1976,1
77,"Sosonko, Gennadi",NED,2505,1976,1
77,"Torre, Eugenio",PHI,2505,1976,1
77,"Matulovic, Milan",YUG,2505,1976,1
80,"Darga, Klaus",GER,2500,1976,1
80,"Gurgenidze, Bukhuti",URS,2500,1976,1
80,"Kotov, Alexander",URS,2500,1976,1
80,"Lutikov, Anatoly S.",URS,2500,1976,1
80,"Bukic, Enver",YUG,2500,1976,1
85,"Filip, Miroslav",CSR,2495,1976,1
85,"Hecht, Hans-Joachim",GER,2495,1976,1
85,"Karasev, Vladimir I.",URS,2495,1976,1
85,"Makarichev, Sergey",URS,2495,1976,1
85,"Razuvaev, Yuri S.",URS,2495,1976,1
85,"Zhidkov, Valery S.",URS,2495,1976,1
85,"Ostojic, Predrag",YUG,2495,1976,1
92,"Spassov, Liuben",BUL,2490,1976,1
92,"Spiridonov, Nikola",BUL,2490,1976,1
92,"Tringov, Georgi P.",BUL,2490,1976,1
92,"Jansa, Vlastimil",CSR,2490,1976,1
92,"Diez Del Corral, Jesus",ESP,2490,1976,1
92,"Csom, Istvan",HUN,2490,1976,1
92,"Forintos, Gyozo V.",HUN,2490,1976,1
92,"Ogaard, Leif",NOR,2490,1976,1
92,"Bagirov, Vladimir",URS,2490,1976,1
1,"Karpov, Anatoly",URS,2690,1977,1
2,"Korchnoi, Viktor",URS,2645,1977,1
2,"Petrosian, Tigran",URS,2645,1977,1
4,"Mecking, Henrique",BRA,2635,1977,1
5,"Portisch, Lajos",HUN,2625,1977,1
6,"Hort, Vlastimil",CSR,2620,1977,1
6,"Polugaevsky, Lev",URS,2620,1977,1
6,"Tal, Mikhail N.",URS,2620,1977,1
9,"Larsen, Bent",DEN,2615,1977,1
9,"Ljubojevic, Ljubomir",YUG,2615,1977,1
11,"Spassky, Boris V.",URS,2610,1977,1
12,"Huebner, Robert",GER,2600,1977,1
